seed,method,buffer_size,train_stage,selected_count,anchor_concentration,mean_anchor_score,selected_early_fraction,selected_near_center_fraction,overlap_fraction,conflict_fraction,disagreement_threshold
20,anchors,96,3,96,0.28125,2.5735995769500732,0.3541666666666667,0.625,0.32653061224489793,0.1921768707482993,0.2936703860759735
20,anchors,288,1,288,0.2013888888888889,0.9856795072555542,0.3541666666666667,0.5138888888888888,0.5510204081632653,0.5153061224489796,0.06763387471437454
20,anchors,288,2,288,0.24305555555555555,2.1719069480895996,0.3715277777777778,0.5138888888888888,0.46938775510204084,0.46938775510204084,0.20917798578739166
20,anchors,288,3,288,0.2638888888888889,3.230339765548706,0.5416666666666666,0.5659722222222222,0.2857142857142857,0.20578231292517007,0.2281067669391632
21,random,12,1,12,0.0,1.497842788696289,0.5,0.25,0.5510204081632653,0.5340136054421769,0.06185949221253395
21,random,12,2,12,0.08333333333333333,2.235532760620117,0.3333333333333333,0.25,0.42857142857142855,0.42517006802721086,0.32788988947868347
21,random,12,3,12,0.0,2.9117767810821533,0.16666666666666666,0.16666666666666666,0.3129251700680272,0.15136054421768708,0.44584745168685913
21,random,32,1,32,0.15625,1.0817391872406006,0.46875,0.5625,0.5289115646258503,0.5,0.0917489230632782
21,random,32,2,32,0.09375,2.014225959777832,0.4375,0.34375,0.46938775510204084,0.46938775510204084,0.2982957363128662
21,random,32,3,32,0.125,2.551025867462158,0.53125,0.5,0.358843537414966,0.32653061224489793,0.30384504795074463
