condition,trial,signal,pearson_action_error,mean_signal,mean_action_error
distractor,26,ensemble_uncertainty,0.579264411783632,0.14358475115543165,0.7952722840863945
distractor,27,attention_entropy,0.7620051529641155,0.890375883749185,1.422462725929364
distractor,27,state_error,0.3546822513362632,0.2853129020553258,1.422462725929364
distractor,27,ensemble_uncertainty,0.7626930960246779,0.13184537354552436,1.422462725929364
distractor,28,attention_entropy,0.5523574044139885,0.9307033981781565,1.2063559273395772
distractor,28,state_error,0.30377406661646594,0.689840577393772,1.2063559273395772
distractor,28,ensemble_uncertainty,0.6338531226054157,0.16771795649027318,1.2063559273395772
distractor,29,attention_entropy,0.597999028045098,0.7753635877969008,0.788535884894154
distractor,29,state_error,0.42490212725495446,0.5619171658928067,0.788535884894154
distractor,29,ensemble_uncertainty,0.7037367776471003,0.08906124383318208,0.788535884894154
distractor,30,attention_entropy,0.6214807126722289,0.7745043187704675,0.8928431731133529
distractor,30,state_error,0.14082914281683212,0.14511171642553714,0.8928431731133529
distractor,30,ensemble_uncertainty,0.4974117429093228,0.09074136190124214,0.8928431731133529
distractor,31,attention_entropy,0.5525357596658222,0.7740726922086062,0.9150399032760982
distractor,31,state_error,0.3505426632850923,0.2062737899863555,0.9150399032760982
distractor,31,ensemble_uncertainty,0.7737524198637067,0.09371692380458968,0.9150399032760982
distractor,32,attention_entropy,0.46683684953744164,0.8919778791136149,1.0461492751222214
distractor,32,state_error,-0.11019293991397125,0.38980901744403745,1.0461492751222214
distractor,32,ensemble_uncertainty,0.4316988005788998,0.13853948269839766,1.0461492751222214
distractor,33,attention_entropy,0.5048501609874265,0.8894266306320748,1.1276258964416763
distractor,33,state_error,-0.2145295053201506,0.2502763600207076,1.1276258964416763
distractor,33,ensemble_uncertainty,0.4955904181349083,0.13975861935588943,1.1276258964416763
distractor,34,attention_entropy,0.7287670101750426,0.8885304843972296,1.4079181878176952
distractor,34,state_error,0.41482418870662907,0.2733669674543902,1.4079181878176952
